"RespondentID","Lottery","smoke","alcohol","gamble","skydiving","drive_above_speed_limit","cheated","eat_steak","like_steak_prepared","Gender","Age","Household_Income","Education","Location"
3234817193.00,"Lottery B","No","No","No","No","No","Yes","Yes","Well","Female","30-44",,"High school degree","East North Central"
3234817478.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Medium Well",,,,,
3234817851.00,"Lottery B","No","No","Yes","No","Yes","No","Yes","Rare","Female","30-44","$0 - $24,999","Some college or Associate degree","South Atlantic"
3234818093.00,"Lottery B","No","Yes","No","No","Yes","No","No",,"Female","18-29","$50,000 - $99,999","Bachelor degree","East North Central"
3234818156.00,"Lottery B","No","No","Yes","No","Yes","No","Yes","Medium","Male","45-60",,"Some college or Associate degree","East North Central"
3234818242.00,"Lottery A","Yes","No","No","No","Yes","No","Yes","Medium rare","Male","30-44","$100,000 - $149,999","Bachelor degree","Pacific"
3234818499.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Medium","Female","18-29","$100,000 - $149,999","Some college or Associate degree","East North Central"
3234818717.00,"Lottery B","Yes","Yes","Yes","No","Yes","No","Yes","Medium rare","Female","45-60","$50,000 - $99,999","Some college or Associate degree","Pacific"
3234819429.00,"Lottery A","No","Yes","No","No","Yes","No","Yes","Medium","Male","30-44","$50,000 - $99,999","Graduate degree","Middle Atlantic"
3234819931.00,"Lottery A","No","Yes","No","No","Yes","No","Yes","Medium rare","Male","> 60","$150,000+","Graduate degree","New England"
3234819936.00,"Lottery B","Yes","Yes","Yes","No","Yes","Yes","Yes","Medium","Male","30-44","$50,000 - $99,999","Bachelor degree","South Atlantic"
3234819954.00,"Lottery A","No","No","No","No","Yes","Yes","No",,"Female","30-44","$50,000 - $99,999","Some college or Associate degree","Pacific"
3234820022.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Medium rare","Female","30-44","$100,000 - $149,999","Graduate degree","Pacific"
3234820326.00,"Lottery B","No","No","No","No","Yes","No","Yes","Well","Male","45-60","$50,000 - $99,999","Bachelor degree","Mountain"
3234820423.00,"Lottery A","No","Yes","Yes","No","Yes","No","No",,,,,,
3234820490.00,"Lottery A","No","Yes","No","No","Yes","Yes","Yes","Medium","Female","45-60","$50,000 - $99,999","Some college or Associate degree","Middle Atlantic"
3234820540.00,"Lottery B","No","No","No","No","Yes","No","Yes","Medium rare","Male","30-44","$50,000 - $99,999","Graduate degree","Mountain"
3234820905.00,"Lottery B","No","No","Yes","No","Yes","No","Yes","Medium rare","Male","> 60",,"High school degree","East South Central"
3234820975.00,"Lottery A","No","Yes","Yes","No","Yes","No","Yes","Medium rare","Female","45-60","$150,000+","Bachelor degree","Pacific"
3234821131.00,"Lottery A","No","Yes","Yes","No","Yes","No","Yes","Medium Well","Female","45-60","$50,000 - $99,999","Bachelor degree","Mountain"
3234821230.00,"Lottery B","No","Yes",,"No","Yes","Yes","No",,"Female","45-60","$25,000 - $49,999","Bachelor degree","Middle Atlantic"
3234821322.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Medium",,,,,
3234821435.00,"Lottery A","Yes","No","No","Yes","Yes","Yes","Yes","Medium rare","Female","45-60","$100,000 - $149,999","Bachelor degree","East North Central"
3234821616.00,"Lottery B","No","Yes","No","Yes","Yes","Yes","No",,"Female","45-60","$150,000+","Graduate degree","East North Central"
3234821979.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Medium rare","Female","30-44","$25,000 - $49,999","Graduate degree","New England"
3234822135.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Medium",,,,,
3234822326.00,"Lottery A","No","Yes","Yes","No","Yes","No","Yes","Medium rare","Female","30-44","$100,000 - $149,999","Bachelor degree","New England"
3234822396.00,"Lottery A","Yes","Yes","Yes","No","Yes","No","No",,"Female","30-44","$150,000+","Bachelor degree","East North Central"
3234822589.00,"Lottery A","No","Yes","Yes","No","Yes","No","Yes","Medium","Male","45-60","$150,000+","Graduate degree","Pacific"
3234822610.00,"Lottery B","No","Yes","Yes","Yes","Yes","Yes","Yes","Medium rare","Male","45-60","$25,000 - $49,999","Graduate degree","West North Central"
3234822951.00,"Lottery A","No","Yes","Yes","No","Yes","No","Yes","Medium","Female","30-44","$150,000+","Graduate degree","West North Central"
3234823339.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Medium Well","Female","18-29","$50,000 - $99,999","Graduate degree","South Atlantic"
3234823512.00,"Lottery B","Yes","Yes","No","No","Yes","No","Yes","Medium rare","Female","30-44",,"Some college or Associate degree","West North Central"
3234824047.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Medium","Female","18-29","$150,000+","Some college or Associate degree","South Atlantic"
3234824072.00,"Lottery A","No","Yes","Yes","No","Yes","Yes","Yes","Medium rare","Female","> 60","$25,000 - $49,999","Some college or Associate degree","East North Central"
3234824435.00,"Lottery A","No","Yes","Yes","No","Yes","Yes","Yes","Medium rare","Male","30-44","$25,000 - $49,999","Some college or Associate degree","South Atlantic"
3234824537.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Medium Well","Male","18-29","$0 - $24,999","Bachelor degree","East North Central"
3234825540.00,"Lottery B","No","No","No","Yes","Yes","No","No",,"Female","18-29","$150,000+","Some college or Associate degree","Pacific"
3234825833.00,"Lottery B","No","No","No","No","Yes","No","Yes","Medium Well","Female","45-60","$150,000+","Bachelor degree","New England"
3234826323.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Medium rare","Male","30-44","$25,000 - $49,999","Graduate degree","West North Central"
3234827533.00,"Lottery A","No","Yes","No","No","Yes","Yes","No",,"Female","30-44",,"Graduate degree","Pacific"
3234827738.00,"Lottery B","No","Yes","No",,"Yes","No","Yes","Medium Well","Male","18-29","$25,000 - $49,999","Some college or Associate degree","Mountain"
3234827747.00,"Lottery A","No","Yes","Yes","Yes","Yes","No","Yes","Medium","Female","18-29","$100,000 - $149,999","Bachelor degree","Pacific"
3234827864.00,"Lottery B","No","Yes","No","No","No","No","Yes","Medium","Female","30-44","$150,000+","Bachelor degree","Middle Atlantic"
3234828054.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Medium rare","Female","45-60","$50,000 - $99,999","Some college or Associate degree","Mountain"
3234828284.00,"Lottery B","No","No","No","No","Yes","No","No",,"Female","30-44","$50,000 - $99,999","Graduate degree","Middle Atlantic"
3234828740.00,"Lottery A","No","Yes","No","No","Yes","No","Yes","Medium","Male","18-29","$25,000 - $49,999","Bachelor degree","South Atlantic"
3234828861.00,"Lottery B","No","Yes","No","No","Yes","No","No",,"Female","18-29","$100,000 - $149,999","Some college or Associate degree","East North Central"
3234829440.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Medium rare","Male","30-44","$50,000 - $99,999","Some college or Associate degree","Pacific"
3234829821.00,"Lottery A","No","Yes","No","No","Yes","No","No",,"Female","18-29","$25,000 - $49,999","Bachelor degree","Pacific"
3234830173.00,"Lottery A","Yes","Yes","Yes","No","Yes","No","Yes","Medium rare","Female","18-29","$25,000 - $49,999","Some college or Associate degree","East North Central"
3234831171.00,"Lottery A","No","No","No","No","Yes","No","Yes","Medium","Male","18-29","$50,000 - $99,999","Bachelor degree","East North Central"
3234831237.00,"Lottery A","No","Yes","No","No","Yes","No","Yes","Medium rare","Female","30-44","$0 - $24,999","Some college or Associate degree","Pacific"
3234831618.00,"Lottery B","No","Yes","No","Yes","Yes","Yes","No",,"Female","30-44","$25,000 - $49,999","Graduate degree","West North Central"
3234831966.00,"Lottery B","No","No","No","No","Yes","No","No",,,,,,
3234832610.00,"Lottery B","No","No","No","No","Yes","No","No",,,,,,
3234832790.00,"Lottery A","No","No","Yes","No","No","No","No",,"Female","45-60","$25,000 - $49,999","Bachelor degree","South Atlantic"
3234832916.00,"Lottery A","Yes","Yes","Yes","No","Yes","Yes","Yes","Medium","Male","18-29","$0 - $24,999","Some college or Associate degree","Mountain"
3234832934.00,"Lottery B","No","Yes","Yes","Yes","Yes","No","Yes","Medium rare","Male","30-44","$100,000 - $149,999","Bachelor degree","West South Central"
3234833027.00,"Lottery A","No","Yes","No","No","Yes","No","Yes","Medium","Female","18-29","$50,000 - $99,999","Bachelor degree","West North Central"
3234833617.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Medium rare","Female","18-29","$25,000 - $49,999","Bachelor degree","South Atlantic"
3234834071.00,"Lottery A","No","Yes","Yes","No","Yes","No","Yes","Medium rare","Male","> 60","$50,000 - $99,999","Bachelor degree","Middle Atlantic"
3234834174.00,"Lottery A","No","Yes","Yes","No","Yes","No","Yes","Well","Female","45-60","$100,000 - $149,999","Some college or Associate degree","East North Central"
3234834302.00,"Lottery B","No","Yes","No","Yes","No","No","Yes","Medium","Female","45-60","$25,000 - $49,999","Some college or Associate degree","East South Central"
3234834323.00,"Lottery B","No","Yes","No","No","Yes","Yes","Yes","Rare","Female","45-60",,"Bachelor degree","Middle Atlantic"
3234834533.00,"Lottery B","No","Yes","Yes","No","Yes","No","No",,"Female","45-60","$50,000 - $99,999","Bachelor degree","East South Central"
3234834693.00,"Lottery A","No","No","No","No","No","No","No",,"Female","18-29",,"Bachelor degree","Pacific"
3234834715.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Rare","Female","> 60","$100,000 - $149,999","Bachelor degree","Middle Atlantic"
3234835004.00,"Lottery A","No","Yes","Yes","No","Yes","No","No",,"Female","45-60",,"Graduate degree","Pacific"
3234835019.00,"Lottery B","Yes","Yes","Yes","No","Yes","No","Yes","Medium rare","Female","18-29","$100,000 - $149,999","Bachelor degree","East North Central"
3234835436.00,,"No","No","No","No","No","No","Yes","Medium Well","Female","30-44","$25,000 - $49,999","Some college or Associate degree","East North Central"
3234835549.00,"Lottery B","No","No","No","Yes","Yes","No","Yes","Medium Well","Male","18-29",,"Some college or Associate degree","New England"
3234835855.00,"Lottery A","No","Yes","No","No","Yes","No","Yes","Medium Well","Male","45-60","$50,000 - $99,999","Bachelor degree","West North Central"
3234835856.00,"Lottery B",,,,,,,,,,,,,
3234836354.00,"Lottery A","No","Yes","No","Yes","Yes","No","Yes","Medium rare","Female","45-60","$50,000 - $99,999","Bachelor degree","New England"
3234836496.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Rare","Female","45-60","$100,000 - $149,999","Graduate degree","South Atlantic"
3234836798.00,"Lottery A","No","Yes","No","No","Yes","No","Yes","Medium Well","Female","30-44","$50,000 - $99,999","Bachelor degree","New England"
3234837423.00,"Lottery A","No","Yes","Yes","No","Yes","No","No",,"Male","45-60","$100,000 - $149,999","Bachelor degree","West North Central"
3234837477.00,"Lottery A","Yes","Yes","Yes","No","Yes","No","Yes","Medium","Male","18-29","$100,000 - $149,999","Bachelor degree","Pacific"
3234837794.00,"Lottery A","No","Yes","No","No","Yes","No","Yes","Medium","Female","> 60","$25,000 - $49,999","High school degree","New England"
3234837889.00,"Lottery A","Yes","Yes","Yes","Yes","Yes","No","Yes","Medium Well","Female","30-44","$50,000 - $99,999","Some college or Associate degree","Middle Atlantic"
3234838236.00,"Lottery A","No","Yes","Yes","No","Yes","Yes","No",,"Male","45-60","$50,000 - $99,999","Graduate degree","East North Central"
3234838368.00,"Lottery A","Yes","Yes","No","No","Yes","No","Yes","Medium rare","Female","18-29","$0 - $24,999","Graduate degree","East South Central"
3234838520.00,"Lottery B","Yes","Yes","Yes","No","No","No","Yes","Medium rare","Male","30-44","$25,000 - $49,999","Some college or Associate degree","Pacific"
3234838884.00,"Lottery A","No","Yes","Yes","No","No","No","No",,"Female","45-60","$150,000+","Some college or Associate degree","Mountain"
3234839073.00,"Lottery A","No","Yes","Yes","No","Yes","No","Yes","Rare","Female","> 60","$50,000 - $99,999","Some college or Associate degree","Pacific"
3234839160.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Medium","Female","30-44","$100,000 - $149,999","Graduate degree","West North Central"
3234839418.00,"Lottery A","No","Yes","Yes","No","Yes","No","Yes","Medium","Male","30-44","$50,000 - $99,999","Some college or Associate degree","Pacific"
3234839467.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Medium","Female","> 60","$150,000+","Bachelor degree","South Atlantic"
3234839680.00,"Lottery A","Yes","Yes","Yes","No","Yes","No","Yes","Rare","Female","30-44","$50,000 - $99,999","Some college or Associate degree","West North Central"
3234839875.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Medium rare","Female","30-44","$25,000 - $49,999","Bachelor degree","New England"
3234839930.00,,"No","No","No","No","Yes","No","Yes","Medium rare","Male","45-60",,"Some college or Associate degree","West North Central"
3234840017.00,"Lottery B","No","No","No","No","No","No","Yes","Medium rare","Female","> 60","$25,000 - $49,999","Some college or Associate degree","Middle Atlantic"
3234840089.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Medium Well","Female","> 60",,"Some college or Associate degree","South Atlantic"
3234840455.00,"Lottery A","No","No","No","No","Yes","No","Yes","Well","Female","45-60","$150,000+","Bachelor degree","South Atlantic"
3234840809.00,"Lottery A","No","Yes","No","No","Yes","No","Yes","Medium rare","Female","45-60",,"Graduate degree","Pacific"
3234840931.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Rare","Male","45-60","$100,000 - $149,999","Graduate degree","Middle Atlantic"
3234840992.00,"Lottery A","No","Yes","No","No","No","No","Yes","Medium rare","Female","> 60",,"Bachelor degree","New England"
3234841276.00,"Lottery B","No","Yes","No","No","Yes","Yes","Yes","Medium","Male","> 60","$50,000 - $99,999","Some college or Associate degree","Middle Atlantic"
3234841439.00,"Lottery B","No","Yes","No","No","Yes","No","No",,"Female","45-60","$150,000+","Bachelor degree","East North Central"
3234842004.00,"Lottery B","No","No","No","No","Yes","No","Yes","Medium","Male","18-29",,"High school degree","East North Central"
3234842077.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Medium Well","Female","18-29","$0 - $24,999","Some college or Associate degree","South Atlantic"
3234842555.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Medium","Female","30-44","$50,000 - $99,999","Bachelor degree","South Atlantic"
3234843042.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Medium Well","Female","18-29","$50,000 - $99,999","Graduate degree","West South Central"
3234843097.00,"Lottery B","No","Yes","Yes","No","Yes","Yes","Yes","Medium","Female","30-44","$150,000+","Bachelor degree","New England"
3234843170.00,"Lottery A","No","Yes","Yes","No","Yes","No","Yes","Medium rare","Male","> 60","$50,000 - $99,999","Graduate degree","East South Central"
3234843229.00,"Lottery A","No","Yes","Yes","No","Yes","No","Yes","Medium Well","Female","30-44","$25,000 - $49,999","Bachelor degree","South Atlantic"
3234843266.00,"Lottery A",,"No",,"No","No","No",,"Medium Well","Female","30-44","$0 - $24,999","Bachelor degree","Middle Atlantic"
3234843714.00,"Lottery B","No","Yes","No","No","Yes","Yes","Yes","Well","Female","45-60","$50,000 - $99,999","Bachelor degree","Middle Atlantic"
3234843826.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Medium rare","Female","45-60","$50,000 - $99,999","Graduate degree","West North Central"
3234843837.00,"Lottery A","No","Yes","Yes","No","Yes","No","Yes","Medium","Male","45-60","$50,000 - $99,999","Some college or Associate degree","Middle Atlantic"
3234844077.00,"Lottery A","No","No","No","No","Yes","No","Yes","Medium","Female","45-60","$25,000 - $49,999","Some college or Associate degree","Pacific"
3234844257.00,"Lottery B","No","Yes","Yes","No","No","No","Yes","Well","Female","45-60","$100,000 - $149,999","Bachelor degree","Mountain"
3234844263.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Medium rare","Female","30-44","$50,000 - $99,999","Bachelor degree","West South Central"
3234844345.00,"Lottery B","No","No","No","No","Yes","No","No",,"Female","18-29","$0 - $24,999","High school degree","Pacific"
3234845017.00,"Lottery A","No","Yes","No","No","Yes","No","Yes","Medium","Male","> 60","$50,000 - $99,999","Graduate degree","South Atlantic"
3234845146.00,"Lottery A","No","Yes","No","No","Yes","Yes","Yes","Medium Well","Female","45-60","$50,000 - $99,999","Graduate degree","South Atlantic"
3234845685.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Medium rare","Female","> 60","$25,000 - $49,999","High school degree","South Atlantic"
3234846005.00,"Lottery A","No","Yes","No","No","Yes","No","Yes","Medium","Female","45-60","$150,000+","Bachelor degree","West South Central"
3234846164.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Medium rare","Female","> 60","$150,000+","Bachelor degree","West North Central"
3234846522.00,"Lottery B","No","Yes","Yes","No","Yes","No","No",,"Male","30-44","$100,000 - $149,999","Graduate degree","New England"
3234846787.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Medium Well","Female","30-44","$100,000 - $149,999","Graduate degree","East North Central"
3234846945.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Medium rare","Female","30-44","$50,000 - $99,999","Bachelor degree","West North Central"
3234847028.00,"Lottery B","No","No","No","No","Yes","No","Yes","Medium Well","Female","> 60",,"High school degree","New England"
3234847389.00,"Lottery A","No","Yes","No","No","Yes","Yes","Yes","Medium","Male","18-29","$50,000 - $99,999","Bachelor degree","Middle Atlantic"
3234847724.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Medium rare","Male","30-44","$25,000 - $49,999","Bachelor degree","East North Central"
3234847799.00,"Lottery A","No","No","No","No","Yes","No","Yes","Medium","Female","45-60",,"Graduate degree","East North Central"
3234847835.00,"Lottery A","No","Yes","Yes","No","Yes","Yes","Yes","Medium","Male","30-44","$100,000 - $149,999","Bachelor degree","Middle Atlantic"
3234848231.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Medium rare","Female","45-60","$50,000 - $99,999","Some college or Associate degree","South Atlantic"
3234848544.00,"Lottery B","No","Yes","No","No","Yes","No","No",,"Female","45-60",,"Bachelor degree","Middle Atlantic"
3234848624.00,"Lottery A","No","Yes","No","Yes","Yes","No","Yes","Medium rare","Female","30-44","$100,000 - $149,999","Graduate degree","West South Central"
3234848656.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Medium rare","Male","45-60","$50,000 - $99,999","Some college or Associate degree","West North Central"
3234848751.00,"Lottery B","No","No","No","No","Yes","No","Yes","Well","Female","30-44","$50,000 - $99,999","Bachelor degree","South Atlantic"
3234849033.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Well","Female","30-44","$50,000 - $99,999","Graduate degree","East North Central"
3234849594.00,"Lottery B","No","Yes","No","No","Yes","No","No",,"Male","45-60","$0 - $24,999","Bachelor degree","East North Central"
3234850078.00,"Lottery A","No","Yes","No","No","Yes","No","Yes","Medium rare","Male","> 60",,"Graduate degree","New England"
3234850216.00,"Lottery B","No","Yes","No","No","Yes","No","No",,"Male","18-29","$25,000 - $49,999","Bachelor degree","East North Central"
3234850595.00,"Lottery B",,,,,,,,,,,,,
3234850633.00,"Lottery A","No","No","No","No","No","No","No",,"Female","> 60","$50,000 - $99,999","Graduate degree","East North Central"
3234851430.00,"Lottery A","No","Yes","Yes","No","Yes","No","Yes","Medium rare","Female","18-29","$150,000+","Bachelor degree","New England"
3234851715.00,"Lottery A","Yes","Yes","Yes","No","Yes","No","No",,"Female","30-44","$100,000 - $149,999","High school degree","Middle Atlantic"
3234852078.00,"Lottery A","No","Yes","Yes","No","Yes","No","Yes","Medium Well","Male","45-60","$100,000 - $149,999","Bachelor degree","East North Central"
3234852348.00,"Lottery A","No","Yes","No","No","Yes","No","Yes","Medium rare","Male","30-44","$25,000 - $49,999","Some college or Associate degree","East South Central"
3234852426.00,"Lottery B","No","Yes","No","No","Yes","No","No",,"Female","18-29","$50,000 - $99,999","Graduate degree","East South Central"
3234852790.00,"Lottery A","No","Yes","No","Yes","Yes","No","No",,"Female","18-29","$25,000 - $49,999","Bachelor degree","Middle Atlantic"
3234852897.00,"Lottery B","No","No","Yes","No","Yes","Yes","No",,"Female","> 60","$50,000 - $99,999","High school degree","East North Central"
3234853003.00,"Lottery B","Yes","Yes","No","No","Yes","No","Yes","Well","Female","18-29","$100,000 - $149,999","Less than high school degree","Pacific"
3234853178.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Medium rare","Male","> 60",,"Bachelor degree","West North Central"
3234853259.00,"Lottery A","No","Yes","No","No","Yes","Yes","Yes","Rare","Female","> 60","$25,000 - $49,999","Graduate degree","Pacific"
3234853280.00,"Lottery B","Yes","Yes","Yes","No","Yes","No","Yes","Medium rare","Female","18-29","$150,000+","Graduate degree","Middle Atlantic"
3234853330.00,"Lottery A","No","Yes","No","No","Yes","No","Yes","Medium","Female","18-29","$50,000 - $99,999","Graduate degree","Middle Atlantic"
3234853658.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Medium rare","Male","30-44","$50,000 - $99,999","Graduate degree","South Atlantic"
3234854914.00,"Lottery B","No","Yes","Yes","No","Yes","Yes","Yes","Rare","Female","30-44","$150,000+","Some college or Associate degree","Pacific"
3234855107.00,"Lottery A","No","Yes","Yes","No","Yes","No","Yes","Well","Male","> 60","$0 - $24,999","Bachelor degree","West South Central"
3234855298.00,"Lottery A","No","Yes","No","No","Yes","No","No",,"Male","30-44","$150,000+","Graduate degree","Pacific"
3234855441.00,"Lottery B","No","Yes","No","No","Yes",,"Yes","Medium Well","Female","45-60",,"Graduate degree","Middle Atlantic"
3234855514.00,"Lottery A","No","Yes","Yes","No","Yes","Yes","Yes","Medium Well","Female","30-44","$50,000 - $99,999","Graduate degree","South Atlantic"
3234855780.00,"Lottery B","No","No","No","No","Yes","Yes","Yes","Medium Well","Female","18-29","$0 - $24,999","Some college or Associate degree","Middle Atlantic"
3234855951.00,"Lottery B","No","No","No","Yes","Yes","No","No",,"Female","30-44","$50,000 - $99,999","Some college or Associate degree","New England"
3234855952.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Well","Female","> 60","$50,000 - $99,999","Bachelor degree","Pacific"
3234856048.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Medium rare",,,,,
3234856888.00,"Lottery B","No","No","No","No","Yes","No","Yes","Medium Well","Female","18-29","$100,000 - $149,999","Some college or Associate degree","East South Central"
3234857554.00,"Lottery B","No","No","No","No","No","No","Yes","Well","Male","30-44",,"Graduate degree","Mountain"
3234857573.00,"Lottery A","No","No","No","No","Yes","No","No",,"Female","45-60","$150,000+","Graduate degree","West North Central"
3234857772.00,"Lottery B","Yes","Yes","No","No","Yes","No","Yes","Medium rare","Female","45-60","$100,000 - $149,999","Graduate degree","East North Central"
3234858003.00,"Lottery B","No","Yes","No","No","Yes","No","No",,"Female","18-29",,"Bachelor degree","East North Central"
3234858015.00,"Lottery B","No","No","No","No","Yes","No","No",,"Female","> 60","$50,000 - $99,999","Some college or Associate degree",
3234858147.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Medium","Male","30-44","$100,000 - $149,999","Bachelor degree","Mountain"
3234858171.00,"Lottery B","No","No","Yes","No","Yes","No","Yes","Medium","Male","> 60","$0 - $24,999","Bachelor degree","South Atlantic"
3234858232.00,"Lottery A","No","Yes","Yes","No","Yes","No","Yes","Well","Male","45-60","$100,000 - $149,999","Bachelor degree","South Atlantic"
3234858733.00,"Lottery B","No","Yes","No","No","Yes","No","No",,"Female","> 60","$100,000 - $149,999","Bachelor degree","Pacific"
3234858907.00,"Lottery A","No","No","Yes","No","Yes","No","Yes","Well","Female","45-60",,"Some college or Associate degree","East South Central"
3234859155.00,"Lottery B","No","No","No","No","Yes","No","Yes","Medium rare","Male","18-29","$50,000 - $99,999","Some college or Associate degree","East North Central"
3234859297.00,"Lottery A","No","Yes","No","No","Yes","No","Yes","Medium Well","Male","45-60","$50,000 - $99,999","Some college or Associate degree","Pacific"
3234859369.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Medium rare","Female","> 60",,"Some college or Associate degree","East South Central"
3234859600.00,"Lottery A","No","No","No","No","Yes","No","Yes","Medium","Female","> 60","$25,000 - $49,999","Some college or Associate degree","South Atlantic"
3234860125.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Medium","Female","> 60",,"Graduate degree","East North Central"
3234860196.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Medium","Male","45-60","$150,000+","Graduate degree","West North Central"
3234860927.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Well",,,,,
3234861097.00,"Lottery B",,"Yes","No","No","Yes","No","Yes","Rare","Male","18-29","$50,000 - $99,999","High school degree","East North Central"
3234861177.00,"Lottery B","No","Yes","Yes","No","Yes","No","No",,"Female","18-29","$0 - $24,999","Bachelor degree","East North Central"
3234862159.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Medium rare",,,,,
3234862267.00,"Lottery B","No","Yes","No","No","Yes","No","Yes","Medium rare","Female","18-29",,"Graduate degree","South Atlantic"
3234863245.00,"Lottery B","No","Yes","Yes","Yes","Yes","Yes","Yes","Medium rare","Male","30-44","$50,000 - $99,999","Bachelor degree","South Atlantic"
3234863826.00,"Lottery B","No","Yes","Yes","No","No","No","Yes","Medium","Female","> 60","$0 - $24,999","Some college or Associate degree","South Atlantic"
3234864240.00,"Lottery B","No","Yes","No","No","Yes","No","No",,"Female","18-29",,"Bachelor degree","West North Central"
3234865587.00,"Lottery A","No","No","No","No","No","No","No",,"Female","18-29","$100,000 - $149,999","High school degree","Mountain"
3234867846.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Medium","Male","30-44","$50,000 - $99,999","Some college or Associate degree","South Atlantic"
3234868550.00,"Lottery A","Yes","Yes","Yes","No","Yes","No","Yes","Medium rare","Female","18-29","$50,000 - $99,999","Some college or Associate degree","East North Central"
3234868937.00,"Lottery A","Yes","Yes","Yes","No","Yes","No","Yes","Well","Male","45-60","$50,000 - $99,999","Bachelor degree","Pacific"
3234869188.00,"Lottery A","Yes","No","No","Yes","No","No","Yes","Medium Well","Female","18-29","$25,000 - $49,999","High school degree","Middle Atlantic"
3234869539.00,"Lottery A","No","Yes","Yes",,"Yes","No","Yes","Medium rare","Male","18-29","$25,000 - $49,999","Some college or Associate degree","Mountain"
3234870022.00,"Lottery B","No","No","Yes","No","Yes","Yes","Yes","Well","Female","18-29","$25,000 - $49,999","Some college or Associate degree","New England"
3234870079.00,"Lottery B","No","No","No","No","Yes","No","Yes","Medium rare","Male","30-44","$50,000 - $99,999","Some college or Associate degree","New England"
3234870354.00,"Lottery B","Yes","No","No","No","No","No","Yes","Rare","Female","> 60","$0 - $24,999","Some college or Associate degree","Middle Atlantic"
3234870688.00,"Lottery B","No","No","No","No","Yes","Yes","Yes","Medium","Male","18-29","$0 - $24,999","Bachelor degree","East North Central"
3234870917.00,"Lottery A","No","No","No","No","Yes","No","Yes","Medium rare",,,,,
3234871078.00,"Lottery B","No","No","No","No","Yes","No","Yes","Medium rare","Male","45-60","$50,000 - $99,999","Bachelor degree","South Atlantic"
3234871183.00,"Lottery B","No","No","Yes","No","Yes","No","Yes","Medium","Male","45-60","$150,000+","Some college or Associate degree","Pacific"
3234871274.00,"Lottery B","Yes","Yes","Yes","No","Yes","No","Yes","Medium","Male","30-44","$25,000 - $49,999","Some college or Associate degree","Pacific"
3234871337.00,"Lottery B","Yes","No","Yes","No","Yes","No","No",,"Female","> 60","$25,000 - $49,999","Bachelor degree","Middle Atlantic"
3234871363.00,"Lottery B","No","Yes","Yes","No","Yes","No","Yes","Medium Well","Male","> 60","$150,000+","Graduate degree","Middle Atlantic"
3234871524.00,"Lottery A","Yes","Yes","Yes","No","Yes","No","Yes","Medium","Female","18-29","$25,000 - $49,999","High school degree","West North Central"
3234872191.00,"Lottery B","No","No","No","No","No","No","No",,"Female","> 60","$25,000 - $49,999","Graduate degree","Middle Atlantic"
3234872432.00,"Lottery B","Yes","Yes","Yes","No","Yes","No","Yes","Medium","Male","18-29","$0 - $24,999","High school degree","Pacific"
