"Id","Cement","Blast_Furnace_Slag","Fly Ash","Water","Superplasticizer","Coarse_Aggregate","Fine_Aggregate","Age","Concrete_compressive_strength"
343.00,297.16,0.00,117.54,174.80,9.52,1022.80,753.45,56.00,51.95
344.00,297.16,0.00,117.54,174.80,9.52,1022.80,753.45,100.00,56.74
345.00,213.74,0.00,174.74,154.79,10.16,1053.50,776.35,3.00,17.57
346.00,213.74,0.00,174.74,154.79,10.16,1053.50,776.35,14.00,33.72
347.00,213.74,0.00,174.74,154.79,10.16,1053.50,776.35,28.00,40.14
348.00,213.74,0.00,174.74,154.79,10.16,1053.50,776.35,56.00,46.64
349.00,213.74,0.00,174.74,154.79,10.16,1053.50,776.35,100.00,50.07
350.00,213.50,0.00,174.24,154.61,11.66,1052.30,775.48,3.00,17.36
351.00,213.50,0.00,174.24,154.61,11.66,1052.30,775.48,14.00,33.70
352.00,213.50,0.00,174.24,154.61,11.66,1052.30,775.48,28.00,45.93
353.00,213.50,0.00,174.24,154.61,11.66,1052.30,775.48,56.00,51.43
354.00,213.50,0.00,174.24,154.61,11.66,1052.30,775.48,100.00,59.30
355.00,277.19,97.82,24.46,160.70,11.19,1061.70,782.46,3.00,30.44
356.00,277.19,97.82,24.46,160.70,11.19,1061.70,782.46,14.00,47.71
357.00,277.19,97.82,24.46,160.70,11.19,1061.70,782.46,28.00,63.14
358.00,277.19,97.82,24.46,160.70,11.19,1061.70,782.46,56.00,66.82
359.00,277.19,97.82,24.46,160.70,11.19,1061.70,782.46,100.00,66.94
360.00,218.23,54.64,123.78,140.75,11.91,1075.70,792.67,3.00,27.42
361.00,218.23,54.64,123.78,140.75,11.91,1075.70,792.67,14.00,35.95
362.00,218.23,54.64,123.78,140.75,11.91,1075.70,792.67,28.00,55.50
363.00,218.23,54.64,123.78,140.75,11.91,1075.70,792.67,56.00,61.99
364.00,218.23,54.64,123.78,140.75,11.91,1075.70,792.67,100.00,63.52
365.00,214.90,53.80,121.89,155.63,9.61,1014.30,780.58,3.00,18.01
366.00,214.90,53.80,121.89,155.63,9.61,1014.30,780.58,14.00,38.60
367.00,214.90,53.80,121.89,155.63,9.61,1014.30,780.58,28.00,52.20
368.00,214.90,53.80,121.89,155.63,9.61,1014.30,780.58,56.00,53.95
369.00,214.90,53.80,121.89,155.63,9.61,1014.30,780.58,100.00,56.63
370.00,218.85,0.00,124.13,158.49,11.33,1078.70,794.91,3.00,15.34
371.00,218.85,0.00,124.13,158.49,11.33,1078.70,794.91,14.00,26.04
372.00,218.85,0.00,124.13,158.49,11.33,1078.70,794.91,28.00,30.21
373.00,218.85,0.00,124.13,158.49,11.33,1078.70,794.91,56.00,37.26
374.00,218.85,0.00,124.13,158.49,11.33,1078.70,794.91,100.00,46.22
375.00,376.00,0.00,0.00,214.60,0.00,1003.50,762.36,3.00,16.27
376.00,376.00,0.00,0.00,214.60,0.00,1003.50,762.36,14.00,25.62
377.00,376.00,0.00,0.00,214.60,0.00,1003.50,762.36,28.00,31.97
378.00,376.00,0.00,0.00,214.60,0.00,1003.50,762.36,56.00,36.30
379.00,376.00,0.00,0.00,214.60,0.00,1003.50,762.36,100.00,43.05
380.00,500.00,0.00,0.00,140.00,4.00,966.00,853.00,28.00,67.56
381.00,475.00,0.00,59.00,142.00,1.90,1098.00,641.00,28.00,57.22
382.00,315.00,137.00,0.00,145.00,5.90,1130.00,745.00,28.00,81.75
383.00,505.00,0.00,60.00,195.00,0.00,1030.00,630.00,28.00,64.01
384.00,451.00,0.00,0.00,165.00,11.25,1030.00,745.00,28.00,78.80
385.00,516.00,0.00,0.00,162.00,8.20,801.00,802.00,28.00,41.36
386.00,520.00,0.00,0.00,170.00,5.20,855.00,855.00,28.00,60.28
387.00,528.00,0.00,0.00,185.00,6.86,920.00,720.00,28.00,56.83
388.00,520.00,0.00,0.00,175.00,5.20,870.00,805.00,28.00,51.02
389.00,385.00,0.00,136.00,158.00,20.00,903.00,768.00,28.00,55.55
390.00,500.10,0.00,0.00,200.00,3.00,1124.40,613.20,28.00,44.13
391.00,450.10,50.00,0.00,200.00,3.00,1124.40,613.20,28.00,39.37
392.00,397.00,17.20,158.00,167.00,20.80,967.00,633.00,28.00,55.64
393.00,333.00,17.50,163.00,167.00,17.90,996.00,652.00,28.00,47.27
394.00,334.00,17.60,158.00,189.00,15.30,967.00,633.00,28.00,44.32
395.00,405.00,0.00,0.00,175.00,0.00,1120.00,695.00,28.00,52.30
396.00,200.00,200.00,0.00,190.00,0.00,1145.00,660.00,28.00,49.24
397.00,516.00,0.00,0.00,162.00,8.26,801.00,802.00,28.00,41.36
398.00,145.00,116.00,119.00,184.00,5.70,833.00,880.00,28.00,29.15
399.00,160.00,128.00,122.00,182.00,6.40,824.00,879.00,28.00,39.39
400.00,234.00,156.00,0.00,189.00,5.85,981.00,760.00,28.00,39.30
401.00,250.00,180.00,95.00,159.00,9.45,860.00,800.00,28.00,67.86
402.00,475.00,0.00,0.00,162.00,9.50,1044.00,662.00,28.00,58.52
403.00,285.00,190.00,0.00,163.00,7.60,1031.00,685.00,28.00,53.57
404.00,356.00,119.00,0.00,160.00,9.03,1061.00,657.00,28.00,58.99
405.00,275.00,180.00,120.00,162.00,10.35,830.00,765.00,28.00,76.23
406.00,500.00,0.00,0.00,151.00,9.00,1033.00,655.00,28.00,69.83
407.00,165.00,0.02,143.57,163.81,0.00,1005.60,900.90,3.00,14.39
408.00,165.00,128.50,132.10,175.06,8.08,1005.80,746.60,3.00,19.41
409.00,178.03,129.80,118.60,179.94,3.57,1007.30,746.80,3.00,20.72
410.00,167.35,129.90,128.62,175.46,7.79,1006.30,746.60,3.00,14.94
411.00,172.38,13.61,172.37,156.76,4.14,1006.30,856.40,3.00,21.29
412.00,173.54,50.05,173.53,164.77,6.47,1006.20,793.50,3.00,23.07
413.00,167.00,75.40,167.00,164.03,7.91,1007.30,770.10,3.00,15.52
414.00,173.81,93.37,159.90,172.34,9.73,1007.20,746.60,3.00,15.81
415.00,190.34,0.00,125.18,166.61,9.88,1079.00,798.90,3.00,12.54
416.00,250.00,0.00,95.69,191.84,5.33,948.90,857.20,3.00,8.48
417.00,213.50,0.00,174.24,159.21,11.66,1043.60,771.90,3.00,15.60
418.00,194.68,0.00,100.52,170.17,7.48,998.00,901.80,3.00,12.17
419.00,251.37,0.00,118.27,192.94,5.75,1043.60,754.30,3.00,11.98
420.00,165.00,0.02,143.57,163.81,0.00,1005.60,900.90,14.00,16.87
421.00,165.00,128.50,132.10,175.06,8.08,1005.80,746.60,14.00,33.08
422.00,178.03,129.80,118.60,179.94,3.57,1007.30,746.80,14.00,34.23
423.00,167.35,129.90,128.62,175.46,7.79,1006.30,746.60,14.00,31.81
424.00,172.38,13.61,172.37,156.76,4.14,1006.30,856.40,14.00,29.75
425.00,173.54,50.05,173.53,164.77,6.47,1006.20,793.50,14.00,33.00
426.00,167.00,75.40,167.00,164.03,7.91,1007.30,770.10,14.00,32.90
427.00,173.81,93.37,159.90,172.34,9.73,1007.20,746.60,14.00,29.55
428.00,190.34,0.00,125.18,166.61,9.88,1079.00,798.90,14.00,19.41
429.00,250.00,0.00,95.69,191.84,5.33,948.90,857.20,14.00,24.65
430.00,213.50,0.00,174.24,159.21,11.66,1043.60,771.90,14.00,29.59
431.00,194.68,0.00,100.52,170.17,7.48,998.00,901.80,14.00,24.28
432.00,251.37,0.00,118.27,192.94,5.75,1043.60,754.30,14.00,20.72
433.00,165.00,0.02,143.57,163.81,0.00,1005.60,900.90,28.00,26.20
434.00,165.00,128.50,132.10,175.06,8.08,1005.80,746.60,28.00,46.38
435.00,178.03,129.80,118.60,179.94,3.57,1007.30,746.80,28.00,39.16
436.00,167.35,129.90,128.62,175.46,7.79,1006.30,746.60,28.00,41.20
437.00,172.38,13.61,172.37,156.76,4.14,1006.30,856.40,28.00,33.68
438.00,173.54,50.05,173.53,164.77,6.47,1006.20,793.50,28.00,38.20
439.00,167.00,75.40,167.00,164.03,7.91,1007.30,770.10,28.00,41.40
440.00,173.81,93.37,159.90,172.34,9.73,1007.20,746.60,28.00,37.81
441.00,190.34,0.00,125.18,166.61,9.88,1079.00,798.90,28.00,24.84
442.00,250.00,0.00,95.69,191.84,5.33,948.90,857.20,28.00,27.22
443.00,213.50,0.00,174.24,159.21,11.66,1043.60,771.90,28.00,44.63
444.00,194.68,0.00,100.52,170.17,7.48,998.00,901.80,28.00,37.26
445.00,251.37,0.00,118.27,192.94,5.75,1043.60,754.30,28.00,33.27
446.00,165.00,0.02,143.57,163.81,0.00,1005.60,900.90,56.00,36.56
447.00,165.00,128.50,132.10,175.06,8.08,1005.80,746.60,56.00,53.72
448.00,178.03,129.80,118.60,179.94,3.57,1007.30,746.80,56.00,48.58
449.00,167.35,129.90,128.62,175.46,7.79,1006.30,746.60,56.00,51.72
450.00,172.38,13.61,172.37,156.76,4.14,1006.30,856.40,56.00,35.85
451.00,173.54,50.05,173.53,164.77,6.47,1006.20,793.50,56.00,53.77
452.00,167.00,75.40,167.00,164.03,7.91,1007.30,770.10,56.00,53.46
453.00,173.81,93.37,159.90,172.34,9.73,1007.20,746.60,56.00,48.98
454.00,190.34,0.00,125.18,166.61,9.88,1079.00,798.90,56.00,31.71
455.00,250.00,0.00,95.69,191.84,5.33,948.90,857.20,56.00,39.64
456.00,213.50,0.00,174.24,159.21,11.66,1043.60,771.90,56.00,51.25
457.00,194.68,0.00,100.52,170.17,7.48,998.00,901.80,56.00,43.38
458.00,251.37,0.00,118.27,192.94,5.75,1043.60,754.30,56.00,39.26
459.00,165.00,0.02,143.57,163.81,0.00,1005.60,900.90,100.00,37.95
460.00,165.00,128.50,132.10,175.06,8.08,1005.80,746.60,100.00,55.02
461.00,178.03,129.80,118.60,179.94,3.57,1007.30,746.80,100.00,49.99
462.00,167.35,129.90,128.62,175.46,7.79,1006.30,746.60,100.00,53.65
463.00,172.38,13.61,172.37,156.76,4.14,1006.30,856.40,100.00,37.67
464.00,173.54,50.05,173.53,164.77,6.47,1006.20,793.50,100.00,56.06
465.00,167.00,75.40,167.00,164.03,7.91,1007.30,770.10,100.00,56.81
466.00,173.81,93.37,159.90,172.34,9.73,1007.20,746.60,100.00,50.93
467.00,190.34,0.00,125.18,166.61,9.88,1079.00,798.90,100.00,33.56
468.00,250.00,0.00,95.69,191.84,5.33,948.90,857.20,100.00,41.16
469.00,213.50,0.00,174.24,159.21,11.66,1043.60,771.90,100.00,52.95
470.00,194.68,0.00,100.52,170.17,7.48,998.00,901.80,100.00,44.27
471.00,251.37,0.00,118.27,192.94,5.75,1043.60,754.30,100.00,40.14
472.00,446.00,24.00,79.00,162.00,11.61,967.00,712.00,28.00,57.02
473.00,446.00,24.00,79.00,162.00,11.64,967.00,712.00,28.00,44.42
474.00,446.00,24.00,79.00,162.00,11.64,967.00,712.00,28.00,51.02
475.00,446.00,24.00,79.00,162.00,10.30,967.00,712.00,28.00,53.38
476.00,446.00,24.00,79.00,162.00,11.61,967.00,712.00,3.00,35.36
477.00,446.00,24.00,79.00,162.00,11.64,967.00,712.00,3.00,25.02
478.00,446.00,24.00,79.00,162.00,11.64,967.00,712.00,3.00,23.34
479.00,446.00,24.00,79.00,162.00,11.61,967.00,712.00,7.00,52.00
480.00,446.00,24.00,79.00,162.00,11.64,967.00,712.00,7.00,38.01
481.00,446.00,24.00,79.00,162.00,11.64,967.00,712.00,7.00,39.30
482.00,446.00,24.00,79.00,162.00,11.61,967.00,712.00,56.00,61.06
483.00,446.00,24.00,79.00,162.00,11.64,967.00,712.00,56.00,56.14
484.00,446.00,24.00,79.00,162.00,11.64,967.00,712.00,56.00,55.25
485.00,446.00,24.00,79.00,162.00,10.30,967.00,712.00,56.00,54.76
486.00,387.00,20.00,94.00,157.00,14.32,938.00,845.00,28.00,50.23
487.00,387.00,20.00,94.00,157.00,13.93,938.00,845.00,28.00,46.68
488.00,387.00,20.00,94.00,157.00,11.61,938.00,845.00,28.00,46.68
489.00,387.00,20.00,94.00,157.00,14.32,938.00,845.00,3.00,22.75
490.00,387.00,20.00,94.00,157.00,13.93,938.00,845.00,3.00,25.51
491.00,387.00,20.00,94.00,157.00,11.61,938.00,845.00,3.00,34.77
492.00,387.00,20.00,94.00,157.00,14.32,938.00,845.00,7.00,36.83
493.00,387.00,20.00,94.00,157.00,13.93,938.00,845.00,7.00,45.89
494.00,387.00,20.00,94.00,157.00,11.61,938.00,845.00,7.00,41.66
495.00,387.00,20.00,94.00,157.00,14.32,938.00,845.00,56.00,56.33
496.00,387.00,20.00,94.00,157.00,13.93,938.00,845.00,56.00,47.96
497.00,387.00,20.00,94.00,157.00,11.61,938.00,845.00,56.00,61.45
498.00,355.00,19.00,97.00,145.00,13.13,967.00,871.00,28.00,44.02
499.00,355.00,19.00,97.00,145.00,12.25,967.00,871.00,28.00,55.45
500.00,491.00,26.00,123.00,210.00,3.93,882.00,699.00,28.00,55.55
501.00,491.00,26.00,123.00,201.00,3.93,822.00,699.00,28.00,57.91
502.00,491.00,26.00,123.00,210.00,3.93,882.00,699.00,3.00,25.60
503.00,491.00,26.00,123.00,210.00,3.93,882.00,699.00,7.00,33.48
504.00,491.00,26.00,123.00,210.00,3.93,882.00,699.00,56.00,59.59
505.00,491.00,26.00,123.00,201.00,3.93,822.00,699.00,3.00,29.54
506.00,491.00,26.00,123.00,201.00,3.93,822.00,699.00,7.00,37.92
507.00,491.00,26.00,123.00,201.00,3.93,822.00,699.00,56.00,61.85
508.00,424.00,22.00,132.00,178.00,8.48,822.00,750.00,28.00,62.05
509.00,424.00,22.00,132.00,178.00,8.48,882.00,750.00,3.00,32.01
510.00,424.00,22.00,132.00,168.00,8.92,822.00,750.00,28.00,72.09
511.00,424.00,22.00,132.00,178.00,8.48,822.00,750.00,7.00,39.00
512.00,424.00,22.00,132.00,178.00,8.48,822.00,750.00,56.00,65.69
513.00,424.00,22.00,132.00,168.00,8.92,822.00,750.00,3.00,32.10
514.00,424.00,22.00,132.00,168.00,8.92,822.00,750.00,7.00,40.28
515.00,424.00,22.00,132.00,168.00,8.92,822.00,750.00,56.00,74.36
516.00,202.00,11.00,141.00,206.00,1.72,942.00,801.00,28.00,21.96
517.00,202.00,11.00,141.00,206.00,1.72,942.00,801.00,3.00,9.84
518.00,202.00,11.00,141.00,206.00,1.72,942.00,801.00,7.00,15.06
519.00,202.00,11.00,141.00,206.00,1.72,942.00,801.00,56.00,23.24
520.00,284.00,15.00,141.00,179.00,5.46,842.00,801.00,28.00,43.73
521.00,284.00,15.00,141.00,179.00,5.46,842.00,801.00,3.00,13.39
522.00,284.00,15.00,141.00,179.00,5.46,842.00,801.00,7.00,24.13
523.00,284.00,15.00,141.00,179.00,5.46,842.00,801.00,56.00,44.52
524.00,359.00,19.00,141.00,154.00,10.91,942.00,801.00,28.00,62.93
525.00,359.00,19.00,141.00,154.00,10.91,942.00,801.00,28.00,59.49
526.00,359.00,19.00,141.00,154.00,10.91,942.00,801.00,3.00,25.11
527.00,359.00,19.00,141.00,154.00,10.91,942.00,801.00,3.00,23.63
528.00,359.00,19.00,141.00,154.00,10.91,942.00,801.00,7.00,35.75
529.00,359.00,19.00,141.00,154.00,10.91,942.00,801.00,7.00,38.61
530.00,359.00,19.00,141.00,154.00,10.91,942.00,801.00,56.00,68.75
531.00,359.00,19.00,141.00,154.00,10.91,942.00,801.00,56.00,66.78
532.00,436.00,0.00,0.00,218.00,0.00,838.40,719.70,28.00,23.84
533.00,289.00,0.00,0.00,192.00,0.00,913.20,895.30,90.00,32.06
534.00,289.00,0.00,0.00,192.00,0.00,913.20,895.30,3.00,11.65
535.00,393.00,0.00,0.00,192.00,0.00,940.60,785.60,3.00,19.19
536.00,393.00,0.00,0.00,192.00,0.00,940.60,785.60,90.00,48.84
537.00,393.00,0.00,0.00,192.00,0.00,940.60,785.60,28.00,39.60
538.00,480.00,0.00,0.00,192.00,0.00,936.20,712.20,28.00,43.94
539.00,480.00,0.00,0.00,192.00,0.00,936.20,712.20,7.00,34.56
540.00,480.00,0.00,0.00,192.00,0.00,936.20,712.20,90.00,54.31
541.00,480.00,0.00,0.00,192.00,0.00,936.20,712.20,3.00,24.40
542.00,333.00,0.00,0.00,192.00,0.00,931.20,842.60,3.00,15.61
543.00,255.00,0.00,0.00,192.00,0.00,889.80,945.00,90.00,21.85
544.00,255.00,0.00,0.00,192.00,0.00,889.80,945.00,7.00,10.22
545.00,289.00,0.00,0.00,192.00,0.00,913.20,895.30,7.00,14.59
546.00,255.00,0.00,0.00,192.00,0.00,889.80,945.00,28.00,18.74
547.00,333.00,0.00,0.00,192.00,0.00,931.20,842.60,28.00,31.96
548.00,333.00,0.00,0.00,192.00,0.00,931.20,842.60,7.00,23.40
549.00,289.00,0.00,0.00,192.00,0.00,913.20,895.30,28.00,25.57
550.00,333.00,0.00,0.00,192.00,0.00,931.20,842.60,90.00,41.68
551.00,393.00,0.00,0.00,192.00,0.00,940.60,785.60,7.00,27.74
552.00,255.00,0.00,0.00,192.00,0.00,889.80,945.00,3.00,8.20
553.00,158.80,238.20,0.00,185.70,0.00,1040.60,734.30,7.00,9.61
554.00,239.60,359.40,0.00,185.70,0.00,941.60,664.30,7.00,25.42
555.00,238.20,158.80,0.00,185.70,0.00,1040.60,734.30,7.00,15.69
556.00,181.90,272.80,0.00,185.70,0.00,1012.40,714.30,28.00,27.93
557.00,193.50,290.20,0.00,185.70,0.00,998.20,704.30,28.00,32.62
558.00,255.50,170.30,0.00,185.70,0.00,1026.60,724.30,7.00,17.23
559.00,272.80,181.90,0.00,185.70,0.00,1012.40,714.30,7.00,19.76
560.00,239.60,359.40,0.00,185.70,0.00,941.60,664.30,28.00,39.43
561.00,220.80,147.20,0.00,185.70,0.00,1055.00,744.30,28.00,25.74
562.00,397.00,0.00,0.00,185.70,0.00,1040.60,734.30,28.00,33.08
563.00,382.50,0.00,0.00,185.70,0.00,1047.80,739.30,7.00,24.06
564.00,210.70,316.10,0.00,185.70,0.00,977.00,689.30,7.00,21.81
565.00,158.80,238.20,0.00,185.70,0.00,1040.60,734.30,28.00,21.06
566.00,295.80,0.00,0.00,185.70,0.00,1091.40,769.30,7.00,14.84
567.00,255.50,170.30,0.00,185.70,0.00,1026.60,724.30,28.00,32.05
568.00,203.50,135.70,0.00,185.70,0.00,1076.20,759.30,7.00,11.95
569.00,397.00,0.00,0.00,185.70,0.00,1040.60,734.30,7.00,25.44
570.00,381.40,0.00,0.00,185.70,0.00,1104.60,784.30,28.00,22.48
571.00,295.80,0.00,0.00,185.70,0.00,1091.40,769.30,28.00,25.21
572.00,228.00,342.10,0.00,185.70,0.00,955.80,674.30,28.00,39.69
573.00,220.80,147.20,0.00,185.70,0.00,1055.00,744.30,7.00,13.08
574.00,316.10,210.70,0.00,185.70,0.00,977.00,689.30,28.00,38.70
575.00,135.70,203.50,0.00,185.70,0.00,1076.20,759.30,7.00,7.50
576.00,238.10,0.00,0.00,185.70,0.00,1118.80,789.30,28.00,17.57
577.00,339.20,0.00,0.00,185.70,0.00,1069.20,754.30,7.00,21.17
578.00,135.70,203.50,0.00,185.70,0.00,1076.20,759.30,28.00,18.19
579.00,193.50,290.20,0.00,185.70,0.00,998.20,704.30,7.00,17.20
580.00,203.50,135.70,0.00,185.70,0.00,1076.20,759.30,28.00,22.62
581.00,290.20,193.50,0.00,185.70,0.00,998.20,704.30,7.00,21.85
582.00,181.90,272.80,0.00,185.70,0.00,1012.40,714.30,7.00,12.37
583.00,170.30,155.50,0.00,185.70,0.00,1026.60,724.30,28.00,25.72
584.00,210.70,316.10,0.00,185.70,0.00,977.00,689.30,28.00,37.81
585.00,228.00,342.10,0.00,185.70,0.00,955.80,674.30,7.00,21.91
586.00,290.20,193.50,0.00,185.70,0.00,998.20,704.30,28.00,33.04
587.00,381.40,0.00,0.00,185.70,0.00,1104.60,784.30,7.00,14.54
588.00,238.20,158.80,0.00,185.70,0.00,1040.60,734.30,28.00,26.91
589.00,186.20,124.10,0.00,185.70,0.00,1083.40,764.30,7.00,7.99
590.00,339.20,0.00,0.00,185.70,0.00,1069.20,754.30,28.00,31.89
591.00,238.10,0.00,0.00,185.70,0.00,1118.80,789.30,7.00,10.33
592.00,252.50,0.00,0.00,185.70,0.00,1111.60,784.30,28.00,19.76
593.00,382.50,0.00,0.00,185.70,0.00,1047.80,739.30,28.00,37.43
594.00,252.50,0.00,0.00,185.70,0.00,1111.60,784.30,7.00,11.48
595.00,316.10,210.70,0.00,185.70,0.00,977.00,689.30,7.00,24.43
596.00,186.20,124.10,0.00,185.70,0.00,1083.40,764.30,28.00,17.59
597.00,170.30,155.50,0.00,185.70,0.00,1026.60,724.30,7.00,10.73
598.00,272.80,181.90,0.00,185.70,0.00,1012.40,714.30,28.00,31.38
599.00,339.00,0.00,0.00,197.00,0.00,968.00,781.00,3.00,13.22
600.00,339.00,0.00,0.00,197.00,0.00,968.00,781.00,7.00,20.96
601.00,339.00,0.00,0.00,197.00,0.00,968.00,781.00,14.00,27.04
602.00,339.00,0.00,0.00,197.00,0.00,968.00,781.00,28.00,32.03
603.00,339.00,0.00,0.00,197.00,0.00,968.00,781.00,90.00,35.17
604.00,339.00,0.00,0.00,197.00,0.00,968.00,781.00,180.00,36.44
605.00,339.00,0.00,0.00,197.00,0.00,968.00,781.00,365.00,38.89
606.00,236.00,0.00,0.00,194.00,0.00,968.00,885.00,3.00,6.46
607.00,236.00,0.00,0.00,194.00,0.00,968.00,885.00,14.00,12.83
608.00,236.00,0.00,0.00,194.00,0.00,968.00,885.00,28.00,18.41
609.00,236.00,0.00,0.00,194.00,0.00,968.00,885.00,90.00,21.94
610.00,236.00,0.00,0.00,193.00,0.00,968.00,885.00,180.00,24.10
611.00,236.00,0.00,0.00,193.00,0.00,968.00,885.00,365.00,25.08
612.00,277.00,0.00,0.00,191.00,0.00,968.00,856.00,14.00,21.26
613.00,277.00,0.00,0.00,191.00,0.00,968.00,856.00,28.00,25.96
614.00,277.00,0.00,0.00,191.00,0.00,968.00,856.00,3.00,11.36
615.00,277.00,0.00,0.00,191.00,0.00,968.00,856.00,90.00,31.25
616.00,277.00,0.00,0.00,191.00,0.00,968.00,856.00,180.00,32.32
617.00,277.00,0.00,0.00,191.00,0.00,968.00,856.00,360.00,33.70
618.00,254.00,0.00,0.00,198.00,0.00,968.00,863.00,3.00,9.30
619.00,254.00,0.00,0.00,198.00,0.00,968.00,863.00,90.00,26.94
620.00,254.00,0.00,0.00,198.00,0.00,968.00,863.00,180.00,27.62
621.00,254.00,0.00,0.00,198.00,0.00,968.00,863.00,365.00,29.78
622.00,307.00,0.00,0.00,193.00,0.00,968.00,812.00,180.00,34.48
623.00,307.00,0.00,0.00,193.00,0.00,968.00,812.00,365.00,36.14
624.00,307.00,0.00,0.00,193.00,0.00,968.00,812.00,3.00,12.54
625.00,307.00,0.00,0.00,193.00,0.00,968.00,812.00,28.00,27.53
626.00,307.00,0.00,0.00,193.00,0.00,968.00,812.00,90.00,32.92
627.00,236.00,0.00,0.00,193.00,0.00,968.00,885.00,7.00,9.99
628.00,200.00,0.00,0.00,180.00,0.00,1125.00,845.00,7.00,7.83
629.00,200.00,0.00,0.00,180.00,0.00,1125.00,845.00,28.00,12.24
630.00,225.00,0.00,0.00,181.00,0.00,1113.00,833.00,7.00,11.16
631.00,225.00,0.00,0.00,181.00,0.00,1113.00,833.00,28.00,17.34
632.00,325.00,0.00,0.00,184.00,0.00,1063.00,783.00,7.00,17.54
633.00,325.00,0.00,0.00,184.00,0.00,1063.00,783.00,28.00,30.57
634.00,275.00,0.00,0.00,183.00,0.00,1088.00,808.00,7.00,14.20
635.00,275.00,0.00,0.00,183.00,0.00,1088.00,808.00,28.00,24.49
636.00,300.00,0.00,0.00,184.00,0.00,1075.00,795.00,7.00,15.57
637.00,300.00,0.00,0.00,184.00,0.00,1075.00,795.00,28.00,26.84
638.00,375.00,0.00,0.00,186.00,0.00,1038.00,758.00,7.00,26.06
639.00,375.00,0.00,0.00,186.00,0.00,1038.00,758.00,28.00,38.21
640.00,400.00,0.00,0.00,187.00,0.00,1025.00,745.00,28.00,43.69
641.00,400.00,0.00,0.00,187.00,0.00,1025.00,745.00,7.00,30.14
642.00,250.00,0.00,0.00,182.00,0.00,1100.00,820.00,7.00,12.73
643.00,250.00,0.00,0.00,182.00,0.00,1100.00,820.00,28.00,20.87
644.00,350.00,0.00,0.00,186.00,0.00,1050.00,770.00,7.00,20.27
645.00,350.00,0.00,0.00,186.00,0.00,1050.00,770.00,28.00,34.29
646.00,203.50,305.30,0.00,203.50,0.00,963.40,630.00,7.00,19.53
647.00,250.20,166.80,0.00,203.50,0.00,977.60,694.10,90.00,47.71
648.00,157.00,236.00,0.00,192.00,0.00,935.40,781.20,90.00,43.37
649.00,141.30,212.00,0.00,203.50,0.00,971.80,748.50,28.00,29.89
650.00,166.80,250.20,0.00,203.50,0.00,975.60,692.60,3.00,6.90
651.00,122.60,183.90,0.00,203.50,0.00,958.20,800.10,90.00,33.19
652.00,183.90,122.60,0.00,203.50,0.00,959.20,800.00,3.00,4.90
653.00,102.00,153.00,0.00,192.00,0.00,887.00,942.00,3.00,4.56
654.00,102.00,153.00,0.00,192.00,0.00,887.00,942.00,90.00,25.46
655.00,122.60,183.90,0.00,203.50,0.00,958.20,800.10,28.00,24.29
656.00,166.80,250.20,0.00,203.50,0.00,975.60,692.60,28.00,33.94
657.00,200.00,133.00,0.00,192.00,0.00,965.40,806.20,3.00,11.41
658.00,108.30,162.40,0.00,203.50,0.00,938.20,849.00,28.00,20.59
659.00,305.30,203.50,0.00,203.50,0.00,965.40,631.00,7.00,25.89
660.00,108.30,162.40,0.00,203.50,0.00,938.20,849.00,90.00,29.23
661.00,116.00,173.00,0.00,192.00,0.00,909.80,891.90,90.00,31.02
662.00,141.30,212.00,0.00,203.50,0.00,971.80,748.50,7.00,10.39
663.00,157.00,236.00,0.00,192.00,0.00,935.40,781.20,28.00,33.66
664.00,133.00,200.00,0.00,192.00,0.00,927.40,839.20,28.00,27.87
665.00,250.20,166.80,0.00,203.50,0.00,977.60,694.10,7.00,19.35
666.00,173.00,116.00,0.00,192.00,0.00,946.80,856.80,7.00,11.39
667.00,192.00,288.00,0.00,192.00,0.00,929.80,716.10,3.00,12.78
668.00,192.00,288.00,0.00,192.00,0.00,929.80,716.10,28.00,39.32
669.00,153.00,102.00,0.00,192.00,0.00,888.00,943.10,3.00,4.78
670.00,288.00,192.00,0.00,192.00,0.00,932.00,717.80,3.00,16.10
671.00,305.30,203.50,0.00,203.50,0.00,965.40,631.00,28.00,43.37
672.00,236.00,157.00,0.00,192.00,0.00,972.60,749.10,7.00,20.41
673.00,173.00,116.00,0.00,192.00,0.00,946.80,856.80,3.00,6.94
674.00,212.00,141.30,0.00,203.50,0.00,973.40,750.00,7.00,15.03
675.00,236.00,157.00,0.00,192.00,0.00,972.60,749.10,3.00,13.56
676.00,183.90,122.60,0.00,203.50,0.00,959.20,800.00,90.00,32.53
677.00,166.80,250.20,0.00,203.50,0.00,975.60,692.60,7.00,15.74
678.00,102.00,153.00,0.00,192.00,0.00,887.00,942.00,7.00,7.67
679.00,288.00,192.00,0.00,192.00,0.00,932.00,717.80,28.00,38.80
680.00,212.00,141.30,0.00,203.50,0.00,973.40,750.00,28.00,33.00
681.00,102.00,153.00,0.00,192.00,0.00,887.00,942.00,28.00,17.27
682.00,173.00,116.00,0.00,192.00,0.00,946.80,856.80,28.00,24.28
683.00,183.90,122.60,0.00,203.50,0.00,959.20,800.00,28.00,24.04
684.00,133.00,200.00,0.00,192.00,0.00,927.40,839.20,90.00,36.58
685.00,192.00,288.00,0.00,192.00,0.00,929.80,716.10,90.00,50.73
686.00,133.00,200.00,0.00,192.00,0.00,927.40,839.20,7.00,13.66
